Id,SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
24943,0,0.9999998999999999,37,0,0.297993706,5083.0,1,1,1,0,4.0
24944,0,0.02551859,63,0,0.375033775,3700.0,10,0,1,0,0.0
24945,0,0.046684092,47,0,1803.0,,7,0,4,0,2.0
24946,0,0.113154466,40,0,414.0,1.0,9,0,0,0,1.0
24947,0,0.238135528,44,0,0.179224579,4100.0,3,0,0,0,2.0
24948,0,0.027880289,43,0,0.178527123,8866.0,12,0,0,0,3.0
24949,0,0.056731442,76,0,0.2307972,11000.0,6,0,1,0,0.0
24950,0,0.411524651,55,1,0.44359267700000005,8739.0,7,0,2,0,0.0
24951,0,0.623825078,53,0,0.391617341,6250.0,6,0,2,0,2.0
24952,0,0.052326893,41,0,3214.0,,10,0,1,0,0.0
24953,0,1.932040605,46,1,0.777536518,5065.0,13,0,2,0,2.0
24954,0,0.990033223,44,1,452.0,,2,3,0,0,0.0
24955,0,0.057882811,63,0,0.367948017,16466.0,19,0,5,0,1.0
24956,0,0.6936836999999999,75,0,0.406898641,19800.0,16,0,2,0,0.0
24957,0,0.017247426,62,0,0.133995669,7850.0,19,0,1,0,0.0
24958,0,0.10650653300000001,43,0,0.746813297,4000.0,14,0,2,0,0.0
24959,0,0.131766417,50,0,0.387379088,13025.0,21,0,2,0,4.0
24960,1,1.021617133,50,3,0.514727185,12425.0,17,0,3,4,0.0
24961,0,0.44344873100000004,42,0,0.282581713,4833.0,4,0,1,0,4.0
24962,0,0.8413159170000001,35,0,0.21832317699999998,4758.0,6,0,0,0,0.0
24963,0,0.514194019,56,0,0.5398901389999999,3822.0,9,0,1,0,0.0
24964,0,0.6298043489999999,35,0,0.785200221,5418.0,10,0,1,0,1.0
24965,1,0.9999998999999999,58,0,0.023353573,2140.0,1,0,0,0,0.0
24966,0,0.005902903,32,0,0.00046146699999999996,2166.0,2,0,0,0,1.0
24967,0,0.045204207,41,0,0.298648398,5400.0,7,0,1,0,0.0
24968,1,0.279030465,37,4,0.39959202200000005,4411.0,10,0,1,0,0.0
24969,0,0.0016795389999999999,60,0,0.176676458,16000.0,14,0,1,0,0.0
24970,0,0.032903182,38,0,1474.0,,7,0,1,0,0.0
24971,1,0.991856823,31,4,0.854458217,2500.0,12,1,2,0,2.0
24972,0,0.9999998999999999,42,0,914.0,0.0,3,0,1,0,1.0
24973,0,0.296181108,50,2,0.186319765,4765.0,9,1,0,0,0.0
24974,0,0.096083001,66,0,0.175710279,8200.0,6,0,2,0,1.0
24975,0,0.330421791,28,1,0.448604493,1468.0,9,0,0,0,0.0
24976,0,0.033584588,72,0,1245.0,,6,0,0,0,0.0
24977,0,0.622658583,53,0,0.135622691,4600.0,5,0,0,0,1.0
24978,0,0.867673549,49,0,0.653338094,2800.0,7,0,1,0,4.0
24979,0,0.468220736,60,0,0.442730555,6093.0,7,0,1,0,0.0
24980,0,0.014384062,41,1,0.18583059600000001,7000.0,10,0,2,0,3.0
24981,0,0.9999998999999999,65,0,0.0,,0,0,0,0,
24982,0,0.13895781599999998,65,0,0.356660362,3700.0,14,1,1,0,0.0
24983,0,0.036706336,47,0,1409.0,,12,0,1,0,0.0
24984,0,0.889644798,51,0,0.39543409399999996,6000.0,8,0,1,0,2.0
24985,0,0.8200155159999999,35,0,0.318168183,10000.0,8,0,2,0,0.0
24986,1,0.8641358640000001,26,1,0.130623126,3000.0,6,0,0,2,2.0
24987,0,0.6454391629999999,73,0,0.339704605,1150.0,4,0,0,0,0.0
24988,0,0.138908542,27,0,0.038756196,2218.0,9,0,0,0,0.0
24989,0,0.0,63,0,0.218908185,12840.0,8,0,1,0,0.0
24990,0,0.860514557,46,0,0.373078365,8000.0,12,0,1,0,1.0
24991,0,0.312961169,61,0,0.31347804100000004,11885.0,13,2,1,0,0.0
24992,0,0.011945003000000001,72,0,0.015440509,1100.0,8,0,0,0,0.0
24993,0,0.247465317,71,0,0.553311793,4951.0,10,0,2,0,0.0
24994,0,0.130785599,55,0,0.1380369,34200.0,7,0,1,0,5.0
24995,0,0.255580331,40,0,0.44562043799999995,2739.0,11,0,1,0,2.0
24996,0,0.376248386,65,0,2471.0,,18,0,2,0,0.0
24997,0,0.165808252,51,0,0.278066068,7900.0,13,0,2,0,2.0
24998,0,0.047055797999999996,57,0,0.10011537,7800.0,9,0,1,0,0.0
24999,0,0.257984176,55,1,3058.0,,10,0,1,0,0.0
25000,0,0.503030851,47,0,0.629974901,8366.0,21,0,3,0,1.0
25001,0,0.31301968199999997,46,0,0.454388489,3474.0,5,0,1,0,1.0
25002,0,0.0007070560000000001,89,0,0.00020404,4900.0,4,0,0,0,1.0
25003,0,0.74765566,38,1,0.49901174299999995,8600.0,9,0,2,0,1.0
25004,0,0.354437551,57,0,0.26331577899999997,15000.0,11,0,2,0,1.0
25005,0,0.009299845,90,0,0.00199975,8000.0,4,0,0,0,0.0
25006,0,0.035407599,24,0,9.0,,1,0,0,0,0.0
25007,0,0.613277345,40,0,0.38017050799999996,3166.0,4,0,0,0,3.0
25008,0,0.004282444,76,0,0.0008570610000000001,10500.0,6,0,0,0,0.0
25009,0,0.031296593,63,0,0.059917943,24616.0,16,0,0,0,0.0
25010,0,1.2576949,54,1,0.260144525,1798.0,7,3,0,0,1.0
25011,0,0.00034062400000000004,69,0,0.0,5206.0,5,0,0,0,0.0
25012,0,0.002707774,48,0,3997.0,,8,0,1,0,
25013,0,0.9999998999999999,26,0,0.0,1100.0,0,2,0,0,1.0
25014,0,0.020781542,53,0,0.282312307,5500.0,8,0,1,0,2.0
25015,0,0.24393457899999998,49,0,0.167715661,2700.0,5,0,0,0,0.0
25016,0,0.298356198,55,1,0.405770965,8871.0,19,0,2,0,1.0
25017,0,0.029594778999999998,77,0,0.121775645,5000.0,14,0,1,0,0.0
25018,0,0.0,43,0,0.0,1.0,2,0,0,0,3.0
25019,0,0.010349483,66,0,773.0,,8,0,1,0,0.0
25020,0,0.046100079,78,0,0.015062762,4779.0,8,0,0,0,1.0
25021,0,0.192314402,43,1,0.067701515,5346.0,10,0,0,0,1.0
25022,0,0.9999998999999999,55,0,0.290948551,7832.0,9,0,1,0,1.0
25023,0,0.0039223570000000004,38,0,0.148231471,8000.0,11,0,1,0,0.0
25024,0,0.11974572300000001,31,0,0.595744681,6250.0,6,0,2,0,0.0
25025,0,0.0,43,0,0.494584236,6000.0,7,0,2,0,0.0
25026,0,0.004099795,51,0,0.00079968,2500.0,10,0,0,0,0.0
25027,0,0.010474178,55,0,0.055812565,6700.0,27,0,0,0,0.0
25028,0,0.400553836,69,0,0.4733004,4250.0,13,0,1,0,0.0
25029,0,0.063217032,57,0,0.18743139399999997,7287.0,6,0,1,0,1.0
25030,0,0.074284035,68,0,0.18871011699999998,3666.0,15,0,0,0,0.0
25031,0,0.18677958100000003,23,0,0.217782218,1000.0,4,0,0,0,0.0
25032,0,1.039083803,47,0,0.229881714,10313.0,4,0,1,0,1.0
25033,0,0.056846207,50,7,0.47763829,5097.0,19,0,1,0,2.0
25034,0,0.230285335,47,0,0.305788505,14666.0,11,0,2,0,2.0
25035,0,0.0,55,0,0.180315263,2600.0,8,0,0,0,0.0
25036,0,0.57248604,47,1,0.5131004370000001,3205.0,9,0,1,0,1.0
25037,0,0.030603528999999997,65,0,0.006499188,8000.0,4,0,0,0,1.0
25038,0,0.078338433,61,0,0.422195561,8334.0,16,0,1,0,0.0
25039,1,0.9999998999999999,56,0,0.08003108,5147.0,2,1,0,1,0.0
25040,0,0.861371288,59,0,0.220324865,4801.0,4,0,0,0,0.0
25041,0,0.031199406000000002,75,0,48.0,,3,0,0,0,
25042,0,0.05326617,77,1,0.547745225,10000.0,23,0,4,0,0.0
25043,0,0.363126612,48,0,0.306129174,9103.0,14,0,1,0,2.0
25044,0,0.354698116,34,3,0.507708525,7588.0,16,0,2,0,2.0
25045,0,0.18400832600000003,53,0,0.33578621200000003,18073.0,7,0,2,0,2.0
25046,0,0.203064852,37,0,0.7379338670000001,4868.0,8,0,1,0,2.0
25047,0,0.020827976,46,0,0.002054593,10220.0,2,0,0,0,1.0
25048,0,0.139295524,51,0,3.50249584,600.0,14,0,1,0,3.0
25049,0,0.117051895,58,0,0.767178867,11583.0,12,0,2,0,1.0
25050,0,0.20894437,48,0,0.379409647,4166.0,3,0,1,0,2.0
25051,0,0.106012572,31,0,0.326399141,7450.0,14,0,2,1,3.0
25052,1,0.5702685820000001,43,1,0.127212845,2428.0,9,1,0,0,1.0
25053,0,0.115809089,35,0,0.087212532,9000.0,8,0,0,0,8.0
25054,0,0.220593961,46,0,0.488113752,4500.0,6,0,1,0,1.0
25055,0,0.214739263,37,0,0.402887139,4571.0,5,0,1,0,1.0
25056,0,0.010468047,45,0,0.21166306699999998,12500.0,15,0,1,0,3.0
25057,0,0.174015285,44,0,0.11224489800000001,2253.0,2,0,0,0,0.0
25058,0,0.0,32,0,0.058840330999999996,3500.0,2,0,0,0,2.0
25059,0,0.421539943,27,2,0.163942308,6239.0,11,0,0,0,0.0
25060,0,0.052114228,61,0,2059.0,,8,0,1,0,0.0
25061,0,0.996572408,38,0,0.239953632,5175.0,7,0,0,0,2.0
25062,0,0.055147243,51,1,0.433569346,2400.0,5,0,1,0,1.0
25063,0,0.157795434,54,0,0.038037018,5888.0,6,0,0,0,1.0
25064,0,0.9999998999999999,43,0,0.36791890299999996,1676.0,1,0,0,0,4.0
25065,1,1.002444263,35,0,2635.0,,14,0,0,0,0.0
25066,0,0.015415061,37,0,0.231074261,2773.0,7,0,1,0,3.0
25067,0,0.23457328800000002,50,0,0.559078161,8200.0,12,0,3,0,2.0
25068,0,0.04888611599999999,75,0,51.0,,2,0,0,0,0.0
25069,0,0.44543252899999997,74,0,0.06382130000000001,7520.0,6,0,0,0,0.0
25070,0,0.872763973,42,3,0.49910006,15000.0,11,0,3,0,2.0
25071,1,0.40185568,37,3,0.306461692,8000.0,14,0,2,0,2.0
25072,0,0.34570017,56,0,0.251585624,10405.0,11,0,2,0,0.0
25073,0,0.025272153,65,0,2744.0,,8,0,1,0,0.0
25074,0,0.025313923999999998,62,0,0.23792069300000002,3000.0,5,0,0,0,1.0
25075,0,0.0,46,0,0.279378826,6696.0,4,0,1,0,3.0
25076,0,0.01889116,62,0,0.638594365,3300.0,8,0,2,0,0.0
25077,0,0.632006562,31,0,0.537116128,4916.0,18,0,1,0,0.0
25078,0,0.951048951,25,0,0.112159911,1800.0,5,0,0,0,1.0
25079,0,0.09342446199999999,60,0,0.671654027,4878.0,17,0,1,0,0.0
25080,1,0.839993606,34,1,0.13945970900000002,4330.0,6,0,0,0,0.0
25081,0,0.015416238,73,0,1573.0,,6,0,3,0,0.0
25082,0,1.08447888,51,0,0.139202581,4338.0,5,0,0,0,0.0
25083,0,0.05527424400000001,66,0,0.037499542999999996,82000.0,10,0,1,0,0.0
25084,0,0.077751426,56,2,0.284687216,12100.0,7,0,2,0,0.0
25085,0,0.249149365,37,0,0.031930767,3350.0,4,0,0,0,1.0
25086,0,0.378147112,65,1,0.460961587,12000.0,19,0,4,0,1.0
25087,0,0.7877531729999999,65,3,0.44127936,2000.0,14,0,0,0,0.0
25088,1,1.0717851840000001,46,3,6243.0,0.0,9,4,2,0,0.0
25089,0,0.18812322399999998,64,0,0.11690821300000001,3104.0,6,0,0,0,0.0
25090,0,0.041116287,54,0,0.247145345,10333.0,9,0,2,0,0.0
25091,0,0.017403694,52,1,1053.0,,17,0,1,0,0.0
25092,1,0.601585041,53,3,1346.0,,9,0,0,0,0.0
25093,0,0.040739815,37,0,0.11170056,3392.0,5,0,0,0,0.0
25094,0,0.318442358,48,0,0.26148582600000003,8183.0,11,0,1,0,2.0
25095,0,0.509365353,59,0,2.658227848,1500.0,14,0,2,0,0.0
25096,0,0.39143308600000004,44,0,0.427503116,4813.0,10,0,1,0,2.0
25097,1,0.047726844000000004,59,0,0.653707304,3600.0,3,0,1,1,0.0
25098,0,0.40900884200000004,74,0,0.427517132,1896.0,5,0,0,0,0.0
25099,0,0.724020543,64,0,0.293797865,25200.0,15,0,3,0,1.0
25100,0,0.10527046699999999,49,0,0.413478013,1750.0,4,0,1,0,3.0
25101,0,0.320071571,33,0,0.077977721,2333.0,3,0,0,0,0.0
25102,1,0.9613505109999999,38,0,0.08411215,4600.0,4,0,0,0,0.0
25103,0,0.9999998999999999,54,0,0.8059701490000001,1875.0,4,0,1,0,1.0
25104,0,1.067350697,31,0,0.247996228,2120.0,4,0,1,1,1.0
25105,0,0.058741454000000005,67,0,0.34353949799999994,3265.0,10,0,0,0,0.0
25106,0,0.025947387000000002,40,0,1487.0,,9,0,1,0,0.0
25107,0,0.549164326,59,0,0.134186581,10000.0,8,0,0,0,0.0
25108,0,0.01575958,82,0,0.003644647,4389.0,8,0,0,0,0.0
25109,0,0.9999998999999999,28,1,0.34608985,600.0,1,0,0,0,1.0
25110,0,0.063680859,25,0,0.028204213,2800.0,7,0,0,0,0.0
25111,0,0.78483716,70,2,0.48385730000000005,11800.0,12,0,3,0,1.0
25112,0,0.042295124,27,0,0.028249574,22902.0,18,0,0,0,0.0
25113,0,0.22117569399999998,75,0,0.237190915,12900.0,19,0,3,0,1.0
25114,0,0.9999998999999999,54,1,0.186414108,7654.0,2,1,1,0,3.0
25115,0,0.030738174,70,0,0.379137691,3594.0,10,0,3,0,0.0
25116,0,0.10553578699999999,43,0,0.155737022,12000.0,9,0,0,0,2.0
25117,0,0.014466183999999998,84,0,0.006662965,1800.0,4,0,0,0,0.0
25118,0,0.0,70,0,0.0,,4,0,0,0,
25119,0,0.14192387199999998,38,0,0.405662226,10207.0,5,0,2,0,0.0
25120,1,0.988429398,41,0,0.38455962299999996,8276.0,8,0,2,0,3.0
25121,0,0.231592716,44,0,0.5205060189999999,4900.0,14,0,2,0,3.0
25122,0,0.968354803,34,0,0.20246913600000002,2429.0,3,0,0,0,0.0
25123,0,0.47041573200000003,27,0,0.304805331,2850.0,10,0,0,0,0.0
25124,0,0.9999998999999999,32,0,0.229590137,3000.0,4,1,0,2,0.0
25125,0,0.0,57,0,0.036239275,16666.0,8,0,0,0,0.0
25126,0,0.21699702699999998,72,0,1960.0,,13,0,1,0,0.0
25127,0,0.729218052,36,0,0.09360851099999999,36000.0,7,0,1,0,1.0
25128,0,0.81313382,40,1,0.365286624,3139.0,7,0,0,0,3.0
25129,0,0.297931209,44,0,0.616833914,4882.0,11,0,1,0,0.0
25130,0,0.002624672,27,0,0.08447888,4000.0,5,0,0,0,0.0
25131,0,0.711415199,48,0,3830.0,,6,0,2,0,0.0
25132,0,0.075849847,68,0,4190.0,,15,0,1,0,2.0
25133,0,0.28947105300000003,25,0,1.030023095,865.0,5,0,0,0,0.0
25134,0,0.017760313,81,0,37.0,,7,0,0,0,0.0
25135,0,0.004524223,72,0,5.0,,9,0,0,0,0.0
25136,0,0.5199760929999999,72,0,2179.0,,12,0,2,0,0.0
25137,0,0.106447339,45,0,0.403435645,7916.0,4,0,2,0,0.0
25138,0,0.99781087,53,0,0.597801241,9186.0,18,0,2,0,2.0
25139,1,0.9999998999999999,59,98,0.0,2180.0,0,98,0,98,0.0
25140,0,0.74775075,36,0,0.024916326000000003,2688.0,1,0,0,0,1.0
25141,0,0.09209724400000001,48,0,0.204599425,8000.0,6,0,2,0,0.0
25142,0,0.165896862,48,0,0.15746981699999998,13500.0,5,0,2,0,2.0
25143,0,0.885792184,55,3,0.26093476600000004,4000.0,2,1,1,0,0.0
25144,0,0.9999998999999999,47,0,0.138734011,3048.0,2,1,0,0,0.0
25145,0,0.624497481,44,0,0.8060089020000001,8087.0,10,0,2,0,2.0
25146,0,0.103578524,63,0,0.213653242,3500.0,11,0,0,0,0.0
25147,0,0.9999998999999999,57,0,485.0,,5,0,0,0,0.0
25148,0,0.486313791,63,0,0.159354689,8615.0,5,0,0,0,0.0
25149,0,0.018370418,61,0,51.0,,6,0,0,0,0.0
25150,0,0.155958071,43,0,0.293288934,3903.0,20,0,2,0,1.0
25151,0,0.048683894000000005,56,0,0.43804262,3800.0,11,0,1,0,0.0
25152,0,0.0074414830000000005,47,0,0.6522036210000001,2926.0,20,0,1,0,0.0
25153,0,0.021756636,64,0,1159.0,,14,0,1,0,0.0
25154,0,0.0,40,0,0.195400383,12000.0,9,0,1,0,2.0
25155,0,0.0036186070000000002,61,0,0.18402986899999998,8302.0,6,0,1,0,0.0
25156,0,0.018130916,37,0,0.047370708,2300.0,2,0,0,0,2.0
25157,0,0.6915107909999999,62,0,0.065556712,3843.0,3,0,0,0,1.0
25158,0,0.03626831,62,0,0.0445494,7833.0,7,0,0,0,0.0
25159,0,0.001982266,59,0,0.316669398,6100.0,5,0,1,0,0.0
25160,0,0.18555395800000002,51,0,0.51010929,7319.0,10,0,2,0,3.0
25161,0,0.0,51,2,4.390214638,7500.0,8,0,1,0,0.0
25162,0,0.39980048,43,0,1890.0,0.0,12,0,2,0,0.0
25163,0,0.311597405,48,0,0.478300678,5460.0,14,0,1,0,0.0
25164,0,0.07652007599999999,28,0,0.16336732699999998,5000.0,9,0,0,0,0.0
25165,0,0.9999998999999999,40,0,0.660304476,4400.0,7,0,2,0,2.0
25166,0,0.0027358120000000002,67,0,6.0,,10,0,1,0,0.0
25167,0,0.24994445699999998,40,0,0.686284813,5708.0,8,0,2,0,0.0
25168,0,0.0,71,0,1938.0,,9,0,1,0,0.0
25169,0,0.390906065,56,0,0.907636945,2500.0,11,0,2,0,0.0
25170,0,0.138861139,24,0,0.004592423,870.0,1,0,0,0,0.0
25171,0,0.768761562,49,0,0.14912613,18480.0,5,0,1,0,6.0
25172,0,0.752300875,41,0,0.074661591,9455.0,5,0,0,0,0.0
25173,0,0.538236257,46,0,1.7107630790000001,3000.0,10,0,1,0,0.0
25174,0,0.012458028999999999,53,0,1.0262434390000001,4000.0,14,0,2,0,1.0
25175,0,0.24329879699999998,57,0,1270.0,,12,0,0,0,0.0
25176,0,0.0,42,0,1528.0,0.0,4,0,1,0,1.0
25177,0,0.18046705,43,0,0.355230275,2800.0,4,0,0,0,0.0
25178,0,0.266429643,53,0,0.222074088,10500.0,10,0,2,0,0.0
25179,0,0.175184974,56,0,0.39928436100000003,4750.0,6,0,1,0,0.0
25180,0,0.17907515,74,0,590.0,,11,0,0,0,
25181,0,0.9999998999999999,53,0,0.164704129,6708.0,9,0,1,0,0.0
25182,0,0.9800458040000001,73,0,0.538060606,8249.0,10,0,3,0,0.0
25183,0,0.894301667,56,0,0.492056786,11833.0,5,0,1,0,0.0
25184,0,0.470881046,39,0,0.22070798,35000.0,8,0,2,0,2.0
25185,0,0.35568818399999996,63,0,1577.0,,8,0,1,0,0.0
25186,0,0.583428313,66,0,0.793855663,5500.0,6,0,2,0,0.0
25187,0,0.34753661799999996,27,0,0.09489528800000001,4583.0,2,0,0,0,0.0
25188,0,0.41995947899999997,51,0,0.5692599620000001,5269.0,19,0,1,0,0.0
25189,0,0.726182545,25,0,0.410516605,1083.0,7,0,0,0,0.0
25190,0,0.009332768,29,1,0.023494126,4000.0,5,0,0,0,0.0
25191,0,0.131736527,23,0,1.0,0.0,1,0,0,0,0.0
25192,0,0.359507006,44,0,0.29527105,5201.0,10,0,0,0,3.0
25193,0,0.017415215,73,0,0.652793401,2666.0,5,0,1,0,0.0
25194,0,0.198118883,53,0,0.53308759,5696.0,10,0,1,0,0.0
25195,0,0.006678085,42,0,0.259853505,8600.0,6,0,1,0,1.0
25196,0,0.046189182,51,0,0.34029725200000005,7131.0,5,0,1,0,2.0
25197,0,0.41013420700000003,37,0,2457.0,,5,0,2,0,1.0
25198,0,0.0053967830000000005,51,0,0.260615504,7700.0,13,0,2,0,2.0
25199,0,0.822600765,61,0,0.37403969299999995,6247.0,5,0,0,0,0.0
25200,0,0.831722299,53,0,0.48798031399999997,5282.0,7,0,2,0,2.0
25201,1,0.23554247,47,1,0.8488604559999999,2500.0,11,0,2,0,3.0
25202,0,0.9608799570000001,45,0,0.45800799799999997,5250.0,15,0,2,0,2.0
25203,0,0.760106662,36,0,0.202707738,8050.0,7,0,2,0,0.0
25204,0,1.070670901,49,2,0.354059666,9150.0,7,0,2,1,4.0
25205,0,0.0,65,0,17.0,,6,0,0,0,
25206,0,0.18319084,80,0,0.023181625,4701.0,2,0,0,0,0.0
25207,0,0.050566652999999996,68,0,0.14400562,12811.0,7,0,1,0,2.0
25208,0,0.000899955,86,0,0.0,2300.0,1,0,0,0,0.0
25209,0,0.11900447800000001,73,0,0.42293807299999997,3600.0,4,0,1,0,0.0
25210,0,0.9999998999999999,31,0,0.162598262,4833.0,2,0,2,0,0.0
25211,0,0.54347976,54,0,0.183376178,3500.0,11,0,0,0,0.0
25212,0,0.035232543,67,0,2.575083426,898.0,7,0,1,0,0.0
25213,0,0.24555712100000002,36,1,0.241894307,7833.0,13,0,0,0,3.0
25214,0,0.00147612,49,0,2940.0,,5,0,2,0,0.0
25215,0,0.9999998999999999,39,0,0.44301994299999997,2807.0,7,0,0,0,2.0
25216,0,0.071950795,34,0,318.0,,4,0,0,0,0.0
25217,0,0.008723443,32,0,0.004751462,2735.0,4,0,0,0,0.0
25218,0,0.313843078,24,0,0.089552239,200.0,1,0,0,0,0.0
25219,0,0.024321622,75,0,0.46679438100000004,3131.0,9,0,2,0,0.0
25220,0,0.392980351,31,0,0.06264996,3750.0,6,0,0,0,0.0
25221,0,0.425183915,47,0,0.376025237,1584.0,6,0,0,0,0.0
25222,0,0.408499455,32,1,0.1193251,5748.0,4,0,0,0,3.0
25223,0,1.0469031,51,2,0.21247453800000002,14236.0,12,0,1,0,2.0
25224,0,0.0,29,0,84.0,,4,0,0,0,0.0
25225,1,0.0,51,0,0.09325577199999999,5500.0,6,0,0,0,0.0
25226,0,0.031570276,51,0,0.288149484,6100.0,7,0,1,0,0.0
25227,0,0.008712886999999999,68,0,0.317627452,13200.0,13,0,3,0,0.0
25228,0,0.15886311,56,0,0.7607721479999999,2900.0,9,0,2,0,0.0
25229,0,0.01682274,46,1,0.700118171,11000.0,19,0,4,0,2.0
25230,0,0.0,58,0,0.016126235,5766.0,7,0,0,0,0.0
25231,0,0.139276141,55,0,1.266609881,1173.0,16,0,2,0,1.0
25232,0,0.799068621,51,0,0.312031417,2800.0,7,0,0,0,0.0
25233,0,0.020439848,70,0,1727.0,,7,0,1,0,
25234,0,0.011095106,60,0,0.021895101,8083.0,10,0,0,0,0.0
25235,0,0.358557512,45,0,0.304366302,9412.0,7,0,1,0,0.0
25236,0,0.02379881,64,0,0.650689159,4860.0,7,0,2,0,0.0
25237,0,0.044140655,56,0,0.139227243,7634.0,16,0,1,0,2.0
25238,0,0.005804784,78,0,0.5327545379999999,3800.0,14,0,2,0,1.0
25239,0,0.036126891,49,0,0.005881661,8500.0,3,0,0,0,2.0
25240,0,0.9999998999999999,62,1,0.040359728,4558.0,1,0,0,0,0.0
25241,0,0.5460199379999999,48,0,0.624864474,2766.0,12,0,1,0,0.0
25242,0,0.121093945,63,0,0.020851185,3500.0,7,0,0,0,0.0
25243,0,0.34492666299999997,46,0,0.235294118,6000.0,12,0,0,0,0.0
25244,0,0.015153848999999999,57,0,0.009996876,3200.0,7,0,0,0,0.0
25245,0,0.11512933199999999,51,0,0.35732823399999997,7320.0,19,0,1,0,1.0
25246,0,0.9999998999999999,67,0,0.38427151299999995,17000.0,9,0,3,0,0.0
25247,0,0.245380188,25,0,0.057320595,4500.0,4,0,0,0,0.0
25248,0,0.020020206000000002,81,0,0.09587823599999999,9000.0,11,0,1,0,1.0
25249,0,0.134306912,56,0,0.116126268,7000.0,6,0,0,0,2.0
25250,0,0.00020661,69,0,0.184004903,19580.0,18,0,2,0,0.0
25251,0,0.15115041,37,0,0.221599061,7666.0,5,0,2,0,3.0
25252,0,0.351269207,57,0,0.24521072800000002,10700.0,14,0,2,0,1.0
25253,0,0.414881723,44,0,0.49102532600000004,12200.0,23,0,5,0,3.0
25254,0,0.082179684,52,0,1156.0,,10,0,2,0,
25255,0,0.9216156679999999,49,0,0.448380787,4600.0,11,0,0,0,1.0
25256,0,0.022423336000000002,65,0,0.140507614,4924.0,12,0,1,0,3.0
25257,0,0.6758841659999999,48,0,0.404684751,10800.0,9,0,3,0,0.0
25258,0,0.264866773,37,0,1.0011750879999999,850.0,10,0,1,0,2.0
25259,0,0.09843957099999999,68,0,0.541475392,9366.0,14,0,3,0,0.0
25260,0,0.088678828,63,0,0.099681866,6600.0,10,0,1,0,0.0
25261,0,0.0,36,0,0.297351182,3510.0,7,0,1,0,2.0
25262,0,0.9086182759999999,28,0,0.7395891170000001,1800.0,6,0,0,0,1.0
25263,0,0.113351625,46,0,0.124799143,5600.0,4,0,0,0,5.0
25264,0,0.483826566,45,0,0.36325434799999995,8566.0,10,0,2,0,2.0
25265,1,0.395973154,27,0,0.265306122,2400.0,4,0,0,0,0.0
25266,0,0.042922895,61,0,0.62125903,1937.0,17,0,2,0,0.0
25267,0,0.046483410999999995,65,0,0.399568035,2314.0,8,0,1,0,0.0
25268,0,0.0,31,0,0.0,2916.0,3,0,0,0,0.0
25269,0,0.9999998999999999,36,0,0.602982293,1072.0,4,0,0,0,1.0
25270,0,0.43462418399999997,51,0,1132.0,,6,0,1,0,0.0
25271,0,0.021881066,37,0,1.124671226,1900.0,5,0,1,0,0.0
25272,0,0.163189121,51,1,1073.0,,4,0,1,0,0.0
25273,0,0.054622724000000004,64,0,39.0,,6,0,0,0,0.0
25274,0,0.9334456609999999,39,0,0.184732582,6300.0,10,0,0,0,0.0
25275,0,0.242808307,70,0,0.28534071699999997,6500.0,10,0,3,0,1.0
25276,0,0.23218839100000002,66,0,0.581727338,1400.0,7,0,1,0,0.0
25277,1,0.344944742,41,2,0.685649774,3985.0,12,0,2,0,2.0
25278,0,0.9519016029999999,56,1,0.727045492,6000.0,9,0,2,0,1.0
25279,0,0.72765147,44,0,0.261486278,3242.0,15,0,0,0,0.0
25280,0,0.912175649,26,0,0.058039433,3600.0,2,0,0,1,0.0
25281,0,0.107185709,37,0,0.35800677299999994,6200.0,5,0,1,0,1.0
25282,0,0.10961696,47,0,0.12641364800000002,10433.0,5,0,1,0,0.0
25283,0,0.942812247,58,0,0.886792453,6200.0,7,0,2,0,1.0
25284,0,0.204444634,59,0,0.488823529,6799.0,13,0,2,0,1.0
25285,0,0.9999998999999999,28,0,0.253725712,5300.0,4,1,0,0,0.0
25286,0,0.9999998999999999,22,0,0.0,1000.0,1,0,0,0,0.0
25287,0,0.22860242,59,1,0.357084491,6118.0,11,0,1,0,0.0
25288,0,0.654859219,22,0,0.142605116,3400.0,3,0,0,1,1.0
25289,1,0.943755408,47,0,0.44127793600000004,6666.0,9,6,1,1,2.0
25290,0,0.01453563,73,0,0.025046382000000002,1077.0,9,0,0,0,0.0
25291,1,0.858678955,61,1,0.411302585,3945.0,7,1,0,2,0.0
25292,0,0.513690407,66,0,0.232389381,22599.0,21,0,1,0,1.0
25293,0,0.096633735,33,0,0.551224388,2000.0,8,0,1,0,0.0
25294,0,0.521165256,52,0,234.0,,1,0,0,0,6.0
25295,0,0.049386155999999994,59,0,0.419872766,3300.0,12,0,1,0,1.0
25296,0,0.05933767400000001,54,0,0.268785047,5349.0,22,0,1,0,0.0
25297,0,0.261918145,33,0,0.317574996,6366.0,11,0,1,0,2.0
25298,0,0.254125681,24,0,93.0,0.0,2,0,0,0,1.0
25299,0,0.0,72,0,542.0,,7,0,1,0,0.0
25300,0,0.546894387,41,2,0.23835832699999998,3800.0,11,0,0,0,2.0
